SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,LATITUDE,LONGITUDE
PAST SALE,July-31-2020,Single Family Residential,23299 Shelburne Rd,Shaker Heights,OH,44122,349200,4,2.5,Vansweringen,2409,16117,1956,186,145,0,Sold,41.4846813,-81.515389
PAST SALE,December-22-2020,Single Family Residential,18512 Van Aken Blvd,Shaker Heights,OH,44122,253900,3,2.5,Van Sweringen Cos 23,1680,13124,1947,42,151,0,Sold,41.4661855,-81.5492084
PAST SALE,December-18-2020,Single Family Residential,2951 Claremont Rd,Shaker Heights,OH,44122,455000,4,3.5,Shaker Heights,3400,11325,1925,46,134,32,Sold,41.4757557,-81.5482014
PAST SALE,November-10-2020,Single Family Residential,23614 Ranch Rd,Beachwood,OH,44122,550000,5,4.5,Fairmount Temple 02,3400,10890,1968,84,162,0,Sold,41.490961,-81.5121735
PAST SALE,December-4-2020,Single Family Residential,3320 Avalon Rd,Shaker Heights,OH,44120,262500,4,2.5,Vans,2080,6534,1947,60,126,0,Sold,41.4693402,-81.5593641
PAST SALE,November-16-2020,Single Family Residential,3365 Elsmere Rd,Shaker Heights,OH,44120,367000,4,4,Vansweringen,3471,6534,1938,78,106,0,Sold,41.4679902,-81.5600069
PAST SALE,January-15-2021,Single Family Residential,23827 Wimbledon Rd,Shaker Heights,OH,44122,335000,4,2.5,Vans,2914,10454,1954,18,115,0,Sold,41.476031,-81.5112302
PAST SALE,January-5-2021,Single Family Residential,3339 Avalon Rd,Shaker Heights,OH,44120,270000,4,2.5,Shaker Heights,2054,6534,1923,28,131,0,Sold,41.4687883,-81.5587214
PAST SALE,December-31-2020,Single Family Residential,22780 Fairmount Blvd,Shaker Heights,OH,44118,279000,4,3,Shaker Heights,2335,11325,1948,33,119,0,Sold,41.4860069,-81.5188831
PAST SALE,January-19-2021,Single Family Residential,2599 Edgerton Rd,University Heights,OH,44118,282000,4,3.5,Rapid Transit Land Sales Cos,1900,8712,1938,14,148,0,Sold,41.4887396,-81.5445801
PAST SALE,January-21-2021,Single Family Residential,2599 Kingston Rd,Cleveland Heights,OH,44118,293250,4,3,Cleveland Heights,1932,11325,1915,12,152,0,Sold,41.4888135,-81.5524224
PAST SALE,January-27-2021,Single Family Residential,24299 S Woodland Rd,Shaker Heights,OH,44122,349000,3,3,Vansweringen,2599,20473,1954,6,134,0,Sold,41.4740778,-81.50765
PAST SALE,January-28-2021,Single Family Residential,2764 Landon Rd,Shaker Heights,OH,44122,475000,4,5,Van Sweringen Cos Sub #28,3894,22651,1950,5,122,0,Sold,41.4796781,-81.5185616
PAST SALE,January-29-2021,Single Family Residential,2975 Attleboro Rd,Shaker Heights,OH,44120,477000,5,3.5,Shaker Heights,4200,18730,1936,4,114,0,Sold,41.47573,-81.5581082
PAST SALE,November-10-2020,Single Family Residential,20789 Shaker Blvd,Shaker Heights,OH,44122,450000,6,3.5,Vansweringen,3807,28749,1930,84,118,0,Sold,41.4795749,-81.5334365
PAST SALE,July-30-2020,Single Family Residential,1589 Chelmsford Rd,Mayfield Heights,OH,44124,192250,3,2,Mayfield Heights Park,1200,8712,1957,187,160,0,Sold,41.5172521,-81.4573163
PAST SALE,July-21-2020,Single Family Residential,8 Hunting Hollow Dr,Pepper Pike,OH,44124,530000,5,5.5,Pepper Pike,5300,47044,1976,196,100,32,Sold,41.476193,-81.4515452
PAST SALE,September-16-2020,Single Family Residential,31731 Meadowlark Way,Pepper Pike,OH,44124,758500,6,6,Meadowlark Estates,5200,43560,1969,139,146,0,Sold,41.4672482,-81.4523176
PAST SALE,July-28-2020,Single Family Residential,2550 Snowberry Ln,Pepper Pike,OH,44124,395000,4,3,Pepper Hills,3032,44431,1972,189,130,0,Sold,41.4961884,-81.4530685
PAST SALE,June-30-2020,Single Family Residential,6793 Bonnieview Rd,Mayfield Village,OH,44143,250000,3,3,Mayfield Acres,2398,19602,1954,217,104,0,Sold,41.5343463,-81.4334138
PAST SALE,September-23-2020,Single Family Residential,1713 Chelmsford Rd,Mayfield Heights,OH,44124,164500,3,1,Lander Gardens,1200,9583,1960,132,137,0,Sold,41.5140115,-81.457016
PAST SALE,August-25-2020,Single Family Residential,1990 Woodstock Rd,Gates Mills,OH,44040,257000,3,2,Crane-Philpott Proposed Allotm,1782,37461,1925,161,144,0,Sold,41.5057265,-81.4184011
PAST SALE,December-30-2020,Single Family Residential,6808 Eastgate Dr,Mayfield Village,OH,44143,360000,4,3.5,East Gate Estates,2787,20037,1960,34,129,0,Sold,41.5451941,-81.4314467
PAST SALE,July-17-2020,Single Family Residential,3679 Greenwood Dr,Pepper Pike,OH,44124,510000,5,5,Pepper Pike Estates,4944,50093,1944,200,103,117,Sold,41.461028,-81.4439416
PAST SALE,August-17-2020,Single Family Residential,6709 Metro Park Dr,Mayfield Village,OH,44143,230000,3,2.5,Metro Park,1973,30491,1964,169,117,0,Sold,41.5550652,-81.4371262
PAST SALE,December-3-2020,Single Family Residential,32891 Cedar Rd,Mayfield Heights,OH,44124,265000,4,2,R A Main,1796,50965,1954,61,148,0,Sold,41.5013087,-81.4450227
PAST SALE,December-11-2020,Single Family Residential,32615 Creekside Dr,Pepper Pike,OH,44124,475000,4,4,Ldrwd Est#7,3151,50093,1967,53,151,0,Sold,41.4700838,-81.4463744
PAST SALE,January-15-2021,Single Family Residential,6530 Ridgebury Blvd,Mayfield Heights,OH,44124,285000,4,2.5,Ridgebury Garden Estates,1651,43560,1959,18,173,0,Sold,41.5299946,-81.4439069
PAST SALE,January-15-2021,Single Family Residential,1820 County Line Rd,Gates Mills,OH,44040,800000,5,5.5,Gates Mills,6439,144183,1974,18,124,0,Sold,41.510347,-81.3941857
PAST SALE,January-15-2021,Single Family Residential,1059 Hillcreek,Gates Mills,OH,44040,905000,5,5.5,Woods,5593,126324,1976,18,162,0,Sold,41.5314022,-81.4298084
PAST SALE,November-30-2020,Single Family Residential,1291 Orchard Heights Dr,Mayfield Heights,OH,44124,117563,3,1,Orchard Heights,1030,6534,1950,64,114,0,Sold,41.5253287,-81.4533259
PAST SALE,December-15-2020,Single Family Residential,6608 Suffield Rd,Mayfield Heights,OH,44124,237500,3,1.5,Mayfield,2250,20908,1964,49,106,0,Sold,41.5037429,-81.4415252
PAST SALE,January-22-2021,Single Family Residential,484 Oakton Cir,Mayfield Village,OH,44143,241200,3,2.5,Aintree North,2269,16117,1968,11,106,0,Sold,41.5561051,-81.4331562
PAST SALE,January-8-2021,Single Family Residential,1022 Allston Rd,Cleveland Heights,OH,44121,119000,3,1.5,Monticello Manor Sub/W B Newco,1702,8712,1928,25,70,0,Sold,41.5325472,-81.5382651
PAST SALE,January-7-2021,Single Family Residential,24042 Greenlawn Ave,Beachwood,OH,44122,247500,3,2.5,Greenlawn 02,2486,6969,1962,26,100,0,Sold,41.4952145,-81.5091078
PAST SALE,January-11-2021,Single Family Residential,5257 Dogwood Trl,Lyndhurst,OH,44124,59000,3,1.5,Richmond Park,1248,13939,1956,22,47,0,Sold,41.5134743,-81.4903147
PAST SALE,July-30-2020,Single Family Residential,5168 Chickadee Ln,Lyndhurst,OH,44124,200000,3,2,Meadow Wood 34,1896,10454,1968,187,105,4,Sold,41.5122838,-81.4937349
PAST SALE,July-27-2020,Single Family Residential,1150 Sylvania Rd,Cleveland Heights,OH,44121,135000,4,2,Ardmore,1564,6098,1925,190,86,0,Sold,41.5289395,-81.5359225
PAST SALE,August-4-2020,Single Family Residential,4018 Hinsdale Rd,South Euclid,OH,44121,155000,3,1.5,Miramar Golf,1463,4791,1946,182,106,0,Sold,41.5104827,-81.535453
PAST SALE,July-7-2020,Single Family Residential,958 W Green Rd,South Euclid,OH,44121,125000,3,2,Euclid 06,1202,6534,1951,210,104,0,Sold,41.534057,-81.521101
PAST SALE,April-10-2020,Single Family Residential,4536 Mackall Rd,South Euclid,OH,44121,186000,3,2,Cedar Green,1920,8712,1956,298,97,0,Sold,41.5032258,-81.5164609
PAST SALE,August-24-2020,Single Family Residential,874 Keystone Dr,Cleveland,OH,44121,125500,3,1.5,Monticello Blvd,1360,5227,1942,162,92,0,Sold,41.5366018,-81.5362882
PAST SALE,July-30-2020,Single Family Residential,4378 W Anderson Rd,South Euclid,OH,44121,125000,3,1,Green Anderson,1320,8276,1947,187,95,0,Sold,41.5319358,-81.5223207
PAST SALE,October-5-2020,Single Family Residential,5199 Chickadee Ln,Lyndhurst,OH,44124,217000,3,2,Lyndhurst,1926,11325,1968,120,113,0,Sold,41.512618,-81.4924912
PAST SALE,October-17-2020,Single Family Residential,2340 Fenwood Rd,University Heights,OH,44118,146500,3,2.5,University Heights,1906,9583,1954,108,77,0,Sold,41.4958222,-81.5354366
PAST SALE,November-1-2020,Single Family Residential,4658 Anderson Rd,South Euclid,OH,44121,190000,4,2,Euclid,1575,21780,1940,93,121,0,Sold,41.5339656,-81.5122346
PAST SALE,August-31-2020,Single Family Residential,4331 Baintree Rd,University Heights,OH,44118,178500,4,1.5,Center Green,1467,6969,1942,155,122,0,Sold,41.4985285,-81.523957
PAST SALE,June-30-2020,Single Family Residential,5256 Lynd Ave,Lyndhurst,OH,44124,197500,4,2,Harold J Whites 01,1890,8712,1952,217,104,0,Sold,41.5359258,-81.4902397
PAST SALE,August-26-2020,Single Family Residential,4958 Fairlawn Rd,Lyndhurst,OH,44124,182500,4,1.5,Joseph L Coolidge Cos Fairlaw,1897,9583,1957,160,96,0,Sold,41.5286598,-81.5012395
PAST SALE,July-6-2020,Single Family Residential,1712 Maywood Rd,Cleveland,OH,44121,141000,3,1.5,Transit Park,1412,9147,1939,211,100,0,Sold,41.5134657,-81.5154319
PAST SALE,December-15-2020,Single Family Residential,5038 N Barton Rd,Lyndhurst,OH,44124,162000,3,2,Richmond Anderson,1404,6969,1953,49,115,0,Sold,41.5342951,-81.4985594
PAST SALE,December-21-2020,Single Family Residential,4233 Hinsdale Rd,South Euclid,OH,44121,90000,3,1,Miramer-Gold Resub,1155,4791,1950,43,78,0,Sold,41.5108515,-81.5274033
PAST SALE,December-7-2020,Single Family Residential,909 King George Blvd,South Euclid,OH,44121,193000,3,1.5,Royal Stuart Estates,1700,13503,1968,57,114,0,Sold,41.5353148,-81.5141457
PAST SALE,December-22-2020,Single Family Residential,5375 Summit Rd,Lyndhurst,OH,44124,139900,3,1.5,Buehl,1652,9147,1948,42,85,0,Sold,41.5141439,-81.4858865
PAST SALE,December-7-2020,Single Family Residential,1335 Churchill Rd,Lyndhurst,OH,44124,128000,3,1,Lyndhurst,1080,7840,1947,57,119,0,Sold,41.5235949,-81.4857578
PAST SALE,January-6-2021,Single Family Residential,4017 Wyncote Rd,South Euclid,OH,44121,129900,3,2,Belvoir Golf,1411,5662,1950,27,92,0,Sold,41.5055545,-81.5353653
PAST SALE,November-17-2020,Single Family Residential,992 W Green Rd,South Euclid,OH,44121,115000,3,1,Rosemere Sub,1000,6098,1951,77,115,0,Sold,41.5331464,-81.5210616
PAST SALE,December-11-2020,Single Family Residential,1460 Evanston Rd,Lyndhurst,OH,44124,122000,3,2,Euclid,1561,10454,1947,53,78,0,Sold,41.5200581,-81.5049701
PAST SALE,November-30-2020,Single Family Residential,5009 Anderson Rd,Lyndhurst,OH,44124,174900,3,1.5,Prochaska,1174,12632,1946,64,149,0,Sold,41.5357624,-81.499267
PAST SALE,September-14-2020,Single Family Residential,4214 Eastway Rd,South Euclid,OH,44121,129900,3,2.5,Cedar Centre,1804,7840,1951,141,72,0,Sold,41.5041786,-81.5282928
PAST SALE,December-3-2020,Single Family Residential,25151 Margot Ct,Beachwood,OH,44122,847000,5,5.5,B W Builders & Contractors Inc,5103,20037,1989,61,166,0,Sold,41.4973196,-81.500875
PAST SALE,January-14-2021,Single Family Residential,5195 River Creek Rd,Lyndhurst,OH,44124,550000,3,3.5,River Crk,3308,8276,2006,19,166,278,Sold,41.5059444,-81.495579
PAST SALE,July-16-2020,Single Family Residential,747 Edgewood Rd,Richmond Heights,OH,44143,186000,3,1.5,Edgewood Estates Inc Maria Sub,1326,14374,1956,201,140,0,Sold,41.5417123,-81.4901325
PAST SALE,November-10-2020,Single Family Residential,1407 Cranover Rd,Lyndhurst,OH,44124,126500,3,1,Mayfield Richmond 02,1255,6098,1949,84,101,0,Sold,41.521429,-81.5014968
PAST SALE,December-23-2020,Single Family Residential,1219 Sylvania Rd,Cleveland Heights,OH,44121,75250,3,1,Cleveland Heights,1225,6534,1945,41,61,0,Sold,41.5263106,-81.5350031
PAST SALE,December-18-2020,Single Family Residential,5375 Golfway Ln,Lyndhurst,OH,44124,265000,3,2.5,Berkeley Plaza Estates Sub #2,2532,10018,1966,46,105,0,Sold,41.51057,-81.4858007
PAST SALE,December-18-2020,Single Family Residential,1090 Winston Rd,South Euclid,OH,44121,132500,3,1,Mayfield/Belvoir Blvd,1545,7405,1949,46,86,0,Sold,41.5304237,-81.5329222
PAST SALE,November-12-2020,Single Family Residential,246 S Green Rd,South Euclid,OH,44121,87921,3,1,South Euclid,1378,6969,1947,82,64,0,Sold,41.5433965,-81.5334108
PAST SALE,November-24-2020,Single Family Residential,2263 S Belvoir Blvd,University Heights,OH,44118,350000,4,5,University Heights,3239,14810,1950,70,108,0,Sold,41.4977762,-81.5256298
PAST SALE,January-15-2021,Single Family Residential,1405 Belvoir Mews,South Euclid,OH,44121,122000,3,2.5,Belvoir Mews,1458,6098,1981,18,84,0,Sold,41.521737,-81.525661
PAST SALE,December-1-2020,Single Family Residential,1636 Maywood Rd,South Euclid,OH,44121,205000,3,2.5,Van Deboe Hagar,1616,9147,1930,63,127,0,Sold,41.5155597,-81.5154319
PAST SALE,December-2-2020,Single Family Residential,1145 Erieview Rd,Cleveland Heights,OH,44121,144000,3,1.5,Ardmore,1578,5662,1928,62,91,0,Sold,41.5289696,-81.536802
PAST SALE,November-28-2020,Single Family Residential,5127 Case Ave,Lyndhurst,OH,44124,130000,3,1.5,Harold J White 01,1288,8712,1941,66,101,0,Sold,41.537463,-81.4950215
PAST SALE,December-4-2020,Single Family Residential,1255 Richmond Rd,Lyndhurst,OH,44124,154000,3,1.5,Lyndhurst,1662,9583,1951,60,93,0,Sold,41.5257315,-81.4967798
PAST SALE,December-15-2020,Single Family Residential,5180 Lynd Ave,Lyndhurst,OH,44124,139000,4,1,Harold J Whites 01,1152,11761,1950,49,121,0,Sold,41.5359663,-81.4931345
PAST SALE,December-4-2020,Single Family Residential,24647 Maidstone Ln,Beachwood,OH,44122,447000,4,3.5,Beachwood,3184,20037,1962,60,140,0,Sold,41.4910061,-81.5049272
PAST SALE,December-18-2020,Single Family Residential,1801 Sheridan Rd,South Euclid,OH,44121,374000,3,2.5,Frisbie Cos South Euclid Sub,3422,27007,1995,46,109,0,Sold,41.5108945,-81.5121306
PAST SALE,December-15-2020,Single Family Residential,1384 Parkview Dr,Lyndhurst,OH,44124,115000,3,1,Parkview Sub/Walter H Telling,1162,5662,1947,49,99,0,Sold,41.522282,-81.4900038
PAST SALE,December-18-2020,Single Family Residential,24016 Edgehill Dr,Beachwood,OH,44122,289600,4,2.5,Rapid Transit Land Sales Compa,2214,7840,1953,46,131,0,Sold,41.4994089,-81.5089149
PAST SALE,January-15-2021,Single Family Residential,1272 S Green Rd,South Euclid,OH,44121,130000,3,2.5,Prasse Homestead,1215,5662,1873,18,107,0,Sold,41.525273,-81.5198906
PAST SALE,November-23-2020,Single Family Residential,14377 Washington Blvd,University Heights,OH,44118,180300,4,2.5,University Heights,2089,8276,1942,71,86,0,Sold,41.491485,-81.5213482
PAST SALE,November-20-2020,Single Family Residential,4094 Meadowbrook Blvd,University Heights,OH,44118,265000,3,2.5,University 30,2155,11325,1939,74,123,0,Sold,41.4934243,-81.5328756
PAST SALE,November-23-2020,Single Family Residential,25151 Hilltop Dr,Beachwood,OH,44122,399888,4,2.5,Hilltop,2612,17859,1964,71,153,0,Sold,41.4982975,-81.500725
PAST SALE,December-7-2020,Single Family Residential,4970 Middledale Rd,Lyndhurst,OH,44124,365000,6,4.5,Lyndhurst Park,3184,28314,1953,57,115,0,Sold,41.5161157,-81.5012181
PAST SALE,January-15-2021,Single Family Residential,4186 Delroy Rd,South Euclid,OH,44121,98000,3,1.5,Mayfield/Belvoir Blvd.,1128,6534,1950,18,87,0,Sold,41.5235374,-81.5294502
PAST SALE,December-11-2020,Single Family Residential,1333 Clearview Rd,Lyndhurst,OH,44124,186000,4,2,Burnham W Kings Proposed,2196,12196,1961,53,85,0,Sold,41.5229839,-81.5001139
PAST SALE,December-8-2020,Single Family Residential,4118 Bexley,South Euclid,OH,44121,119900,3,2,Bexley Park,1335,6969,1951,56,90,0,Sold,41.5137043,-81.5317648
PAST SALE,December-22-2020,Single Family Residential,4025 Verona Rd,South Euclid,OH,44121,129900,3,2,Belvoir Golf,1400,5662,1951,42,93,0,Sold,41.5064622,-81.5350978
PAST SALE,January-12-2021,Single Family Residential,4337 Groveland Rd,University Heights,OH,44118,141000,3,1.5,Center Green Allotment,1443,4791,1941,21,98,0,Sold,41.4970396,-81.5237351
PAST SALE,December-31-2020,Single Family Residential,1928 Camberly Dr,Lyndhurst,OH,44124,241000,4,2.5,Cornwell Land Inc Berkeley Plaza,2470,11761,1964,33,98,0,Sold,41.5068684,-81.4839993
PAST SALE,January-15-2021,Single Family Residential,3945 Meadowbrook Blvd,University Heights,OH,44118,190000,4,2.5,Rapid Transit Land Co,1800,6534,1937,18,106,0,Sold,41.4911235,-81.5379799
PAST SALE,December-31-2020,Single Family Residential,1604 Holmden Rd,South Euclid,OH,44121,118000,3,1.5,Buxton Road & Holmden Road,1232,6534,1939,33,96,0,Sold,41.5161558,-81.5333735
PAST SALE,December-4-2020,Single Family Residential,987 Chelston Rd,South Euclid,OH,44121,170000,3,2,South Euclid,1364,7840,1957,60,125,0,Sold,41.5332284,-81.5257637
PAST SALE,December-22-2020,Single Family Residential,5192 E Farnhurst Rd,Lyndhurst,OH,44124,162000,4,1.5,Haldane Const Companys 01,1900,12196,1956,42,85,0,Sold,41.5235262,-81.4926628
PAST SALE,January-5-2021,Single Family Residential,484 Jeannette Dr,Richmond Heights,OH,44143,165000,3,2,Harris,1538,14810,1960,28,107,0,Sold,41.5503412,-81.5181758
PAST SALE,January-15-2021,Single Family Residential,4305 Neville Rd,South Euclid,OH,44121,109000,3,2,William T Ames,1152,10890,1948,18,95,0,Sold,41.5143775,-81.5250028
PAST SALE,January-15-2021,Single Family Residential,1147 Irene Rd,Lyndhurst,OH,44124,117000,3,1,Mayfield Heights Park,1326,6969,1948,18,88,0,Sold,41.5288047,-81.4870016
PAST SALE,January-22-2021,Single Family Residential,1307 Argonne Rd,South Euclid,OH,44121,121500,3,1,Mayfields/Belvoir Blvd Su,1300,6534,1942,11,93,0,Sold,41.5244497,-81.5286786
PAST SALE,January-22-2021,Single Family Residential,3954 Warrendale Rd,South Euclid,OH,44118,102000,3,1.5,Eastway Colony Estates,1266,6969,1949,11,81,0,Sold,41.5036559,-81.5375666
PAST SALE,January-22-2021,Single Family Residential,872 Richmond Rd,Lyndhurst,OH,44124,260000,5,3,James S & Charles A Prochaska,2210,11325,1952,11,118,0,Sold,41.5365279,-81.4975867
PAST SALE,October-28-2020,Single Family Residential,4867 Anderson Rd,Lyndhurst,OH,44124,146000,3,2,Lyndhurst,1219,11761,1951,97,120,0,Sold,41.5357336,-81.5046271
PAST SALE,January-25-2021,Single Family Residential,918 S Green Rd,South Euclid,OH,44121,87000,3,2,Rosemere,1463,9147,1948,8,59,0,Sold,41.5350612,-81.5223447
PAST SALE,January-20-2021,Single Family Residential,1367 S Green Rd,South Euclid,OH,44121,84973,3,2,Curtiss-Ambler Realty Cos,1464,6098,1952,13,58,0,Sold,41.5225762,-81.5190761
PAST SALE,January-26-2021,Single Family Residential,1387 Clearview Rd,Lyndhurst,OH,44124,309000,5,4,Mayfield Richmond Sub #2,2985,41817,1929,7,104,0,Sold,41.5222158,-81.5000817
PAST SALE,January-22-2021,Single Family Residential,4026 Herold Rd,South Euclid,OH,44121,120000,3,2,South Euclid,1563,6969,1953,11,77,0,Sold,41.5173345,-81.5352367
PAST SALE,January-29-2021,Single Family Residential,23509 Beachwood Blvd,Beachwood,OH,44122,265000,4,2.5,Rtls,2164,7840,1951,4,122,0,Sold,41.4962876,-81.5128595
PAST SALE,February-1-2021,Single Family Residential,5125 River Creek Rd,Lyndhurst,OH,44124,472000,3,2.5,River Crk,2712,7405,2015,1,174,278,Sold,41.5059726,-81.4968012
PAST SALE,January-30-2021,Single Family Residential,23908 E Baintree Rd,Beachwood,OH,44122,185000,3,1.5,Rapid Transit Land Sales Compa,1553,5662,1948,3,119,0,Sold,41.4985345,-81.5102012
PAST SALE,January-31-2021,Single Family Residential,1484 S Belvoir Blvd,South Euclid,OH,44121,164900,3,2.5,Belvoid Terrace,2355,9583,1952,2,70,0,Sold,41.5194596,-81.527264
PAST SALE,April-15-2020,Single Family Residential,16215 Sanford,Cleveland,OH,44110,20000,2,1,Cleveland,1034,3484,1924,293,19,0,Sold,41.5558208,-81.5662945
PAST SALE,December-13-2019,Single Family Residential,2015 N Green Rd,Cleveland,OH,44121,34000,2,1,Cleveland,1128,8712,1949,417,30,0,Sold,41.5513019,-81.5478574
PAST SALE,June-25-2019,Single Family Residential,16605 Burnside Ave,Cleveland,OH,44110,28500,2,1,Cleveland,768,4356,1952,588,37,0,Sold,41.5583659,-81.5628348
PAST SALE,March-20-2020,Single Family Residential,891 E 149th St,Cleveland,OH,44110,11000,4,1,Nelson Moses,1362,4356,1905,319,8,0,Sold,41.5552314,-81.5777759
PAST SALE,September-3-2020,Single Family Residential,29025 S Woodland Rd,Pepper Pike,OH,44124,345000,4,2.5,Rolingbrook Acres,2296,47916,1976,152,150,0,Sold,41.4694934,-81.4730827
PAST SALE,July-9-2020,Single Family Residential,32630 Creekside Dr,Pepper Pike,OH,44124,815000,3,3.5,Landerwood Estates 07,3370,43560,2014,208,242,0,Sold,41.4693419,-81.4460526
PAST SALE,December-9-2020,Single Family Residential,3050 Forest Dr,Pepper Pike,OH,44124,665000,5,4.5,Country Club Estates 03,3300,44866,1944,55,202,0,Sold,41.475236,-81.4613494
PAST SALE,December-2-2020,Single Family Residential,28100 S Woodland,Pepper Pike,OH,44124,250000,3,2.5,Pepper Pike,1976,56628,1961,62,127,32,Sold,41.4726216,-81.4799245
PAST SALE,July-10-2019,Single Family Residential,1399 Dill Rd,South Euclid,OH,44121,95000,3,2,Curtiss & Ambler,1274,4356,1928,573,75,0,Sold,41.521915,-81.5152497
PAST SALE,July-9-2019,Single Family Residential,1683 Temple Ave,Mayfield Heights,OH,44124,154000,3,1.5,Mayfield Heights,1678,7405,1950,574,92,0,Sold,41.5145288,-81.4722891
PAST SALE,August-8-2019,Single Family Residential,5916 Ashcroft Dr,Cleveland,OH,44124,275000,4,2.5,Lander Gardens 04,2538,8712,1968,544,108,0,Sold,41.510574,-81.4663046
PAST SALE,June-13-2019,Single Family Residential,2752 Kersdale Rd,Pepper Pike,OH,44124,419900,4,3,Barron A Simons Resub,4006,46609,1973,600,105,0,Sold,41.4885259,-81.4736189
PAST SALE,April-22-2019,Single Family Residential,17212 Hillsboro Rd,Cleveland,OH,44112,19500,3,1,Cleveland,1268,6098,1929,652,15,0,Sold,41.5477423,-81.5568468
PAST SALE,March-29-2019,Single Family Residential,951 Rushleigh Rd,Cleveland Heights,OH,44121,88500,4,1.5,Cleveland Heights,1624,8712,1929,676,54,0,Sold,41.5344889,-81.5507083
PAST SALE,May-3-2019,Single Family Residential,2348 Miramar Blvd,University Heights,OH,44118,190000,5,2.5,Rapid Transit Land Sales Compa,2059,8712,1948,641,92,0,Sold,41.4955462,-81.5316791
PAST SALE,January-8-2021,Single Family Residential,1624 Edgefield Rd,Lyndhurst,OH,44124,107500,2,1,Lyndhurst,742,8712,1924,25,145,0,Sold,41.515672,-81.479812
PAST SALE,August-5-2020,Single Family Residential,911 Cranbrook Dr,Highland Heights,OH,44143,193500,3,1.5,Sedgehigh Devsubd#2,1515,16117,1959,181,128,0,Sold,41.5354816,-81.473576
PAST SALE,July-7-2020,Single Family Residential,5696 Wilson Mills Rd,Highland Heights,OH,44143,202900,3,2,Sedgehigh Dev Inc 01,1502,19166,1959,210,135,0,Sold,41.5386111,-81.4744188
PAST SALE,October-29-2020,Single Family Residential,1854 Fulham Dr,Mayfield Heights,OH,44124,300000,4,3,Langar Gardens 04,2380,8276,1973,96,126,0,Sold,41.5096753,-81.4685569
PAST SALE,September-4-2020,Single Family Residential,975 Lander Rd,Mayfield Village,OH,44143,215000,3,2.5,Mayfield Village,1700,19602,1956,151,126,0,Sold,41.5341016,-81.462851
PAST SALE,August-31-2020,Single Family Residential,5552 Kilbourne Dr,Lyndhurst,OH,44124,195000,4,2.5,Kilbourne,2401,10018,1971,155,81,0,Sold,41.5037897,-81.4796243
PAST SALE,November-30-2020,Single Family Residential,1229 Summit Dr,Mayfield Heights,OH,44124,255500,5,2.5,Mayfield Summit,2520,10018,1928,64,101,0,Sold,41.527053,-81.4707448
PAST SALE,December-2-2020,Single Family Residential,5979 Oakville Rd,Mayfield Heights,OH,44124,180000,3,2.5,Mayfield Heights,1394,6534,1957,62,129,0,Sold,41.5256662,-81.4640952
PAST SALE,November-25-2020,Single Family Residential,28775 Gates Mills Blvd,Pepper Pike,OH,44124,375000,4,3.5,Shaker Country Estates 35,3608,66211,1955,69,104,0,Sold,41.4848389,-81.4751632
PAST SALE,November-25-2020,Single Family Residential,1573 Roselawn Rd,Mayfield Heights,OH,44124,170000,3,2,Mayfield Park,1538,10454,1920,69,111,0,Sold,41.5176131,-81.4585177
PAST SALE,November-25-2020,Single Family Residential,1730 Crestwood Rd,Mayfield Heights,OH,44124,89300,3,1.5,Lander Gardens,1150,8276,1960,69,78,0,Sold,41.5135279,-81.4598906
PAST SALE,December-26-2020,Single Family Residential,1583 Algiers Dr,Mayfield Heights,OH,44124,201000,3,1.5,Mayfield Heights,1470,12632,1959,38,137,0,Sold,41.5173492,-81.4612207
PAST SALE,November-20-2020,Single Family Residential,2440 Edgewood Trce,Pepper Pike,OH,44124,639900,3,4.5,Edgewood Trace Twnhs Sub,2829,3484,2018,74,226,250,Sold,41.5006482,-81.4682542
PAST SALE,December-15-2020,Single Family Residential,5868 Highland Rd,Highland Heights,OH,44143,87000,3,1,Mayfield 01,1287,60983,1949,49,68,0,Sold,41.5521539,-81.4679563
PAST SALE,December-28-2020,Single Family Residential,1293 Brainard Rd,Lyndhurst,OH,44124,165000,4,1.5,Lyndhurst,1435,7840,1953,36,115,0,Sold,41.5248373,-81.4774367
PAST SALE,January-21-2021,Single Family Residential,29799 Shaker Blvd,Pepper Pike,OH,44124,467682,4,2.5,Shkctry Estate Resub,3890,43560,1969,12,120,0,Sold,41.4789522,-81.4674844
PAST SALE,January-31-2021,Single Family Residential,1768 Brainard Rd,Lyndhurst,OH,44124,124900,3,1.5,Lyndhurst Manor,1368,8712,1954,2,91,0,Sold,41.5117421,-81.4770506
PAST SALE,July-31-2019,Single Family Residential,26800 Bernwood Rd,Beachwood,OH,44122,500000,4,3.5,Bernwood Road,3180,24393,1986,552,157,0,Sold,41.4806468,-81.4892934
PAST SALE,March-27-2019,Single Family Residential,24001 Hazelmere Rd,Shaker Heights,OH,44122,165000,3,1.5,Vansweringen,1730,14810,1953,678,95,0,Sold,41.4750369,-81.5098582
PAST SALE,July-10-2019,Single Family Residential,25150 Woodside Ln,Beachwood,OH,44122,975000,5,6,Shaker Country Estates 32,6098,42688,1991,573,160,0,Sold,41.4719133,-81.5022687
