SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,LATITUDE,LONGITUDE
PAST SALE,November-19-2019,Single Family Residential,469 Canterbury Rd,Bay Village,OH,44140,180000,3,1,Elmwood Beach,1056,6534,1940,441,170,0,Sold,41.4820578,-81.9108281
PAST SALE,July-13-2020,Single Family Residential,2161 Richland Ave,Lakewood,OH,44107,220000,3,2,Rich Land Heights,1392,5227,1919,204,158,0,Sold,41.4725858,-81.7906419
PAST SALE,January-8-2020,Single Family Residential,22503 Sandy Ln,Fairview Park,OH,44126,215000,3,2,Wonneta Pkwy 02,1776,10018,1964,391,121,0,Sold,41.431656,-81.8698351
PAST SALE,September-6-2019,Single Family Residential,1616 Belle Ave,Lakewood,OH,44107,280000,4,2.5,Belle Ave Allotment,2500,7405,1912,515,112,0,Sold,41.4793579,-81.7973905
PAST SALE,June-4-2019,Single Family Residential,2868 Wooster Rd,Rocky River,OH,44116,223500,3,1.5,Gemay,1440,9147,1912,609,155,0,Sold,41.4670729,-81.8381147
PAST SALE,August-25-2020,Single Family Residential,4755 Westview Dr,North Olmsted,OH,44070,225000,4,2,Columbia Land Dev Co,2022,10890,1984,161,111,0,Sold,41.420324,-81.8980763
PAST SALE,November-3-2020,Single Family Residential,3954 W 158th St,Cleveland,OH,44111,181000,3,1.5,Manor Realty Cos Riverside Mn,1190,5227,1927,91,152,0,Sold,41.4471353,-81.8083664
PAST SALE,May-21-2019,Single Family Residential,3764 Greenbriar Cir,Westlake,OH,44145,408000,4,3,Primrose Estates,2866,14810,1998,623,142,15,Sold,41.4348474,-81.9199535
PAST SALE,June-5-2019,Single Family Residential,3228 Regency Pl,Westlake,OH,44145,675000,4,4,The Estates,4608,22215,1999,608,146,83,Sold,41.4410785,-81.9414192
PAST SALE,May-23-2019,Single Family Residential,2360 Valley View Dr,Rocky River,OH,44116,500000,5,2.5,Rocky River,2986,8276,1930,621,167,0,Sold,41.4729035,-81.8271327
PAST SALE,July-30-2019,Single Family Residential,1367 Giel Ave,Lakewood,OH,44107,224000,4,1.5,Theodore Kundtz,1967,6098,1905,553,114,0,Sold,41.4863611,-81.78731
PAST SALE,April-16-2019,Single Family Residential,1842 Bur Oak Dr,Westlake,OH,44145,970000,6,5.5,Bur Oak Estates,5045,22651,2017,658,192,33,Sold,41.4625954,-81.9668202
PAST SALE,September-25-2019,Single Family Residential,1301 Clague Rd,Westlake,OH,44145,210000,3,3,Kroehle Companys Melrose Sub,1580,11325,1951,496,133,0,Sold,41.4682255,-81.8821226
PAST SALE,March-15-2019,Single Family Residential,23920 Lake Rd,Bay Village,OH,44140,1000000,4,2,Bay Village,2888,90169,1969,690,346,0,Sold,41.4840064,-81.8845543
PAST SALE,July-29-2020,Single Family Residential,3564 W 99th St,Cleveland,OH,44102,125430,3,2,Denison,1248,4356,1923,188,101,0,Sold,41.4563416,-81.7525731
PAST SALE,August-31-2020,Single Family Residential,1356 Warren Rd,Lakewood,OH,44107,202750,4,1,Lakewood Park,1613,4791,1907,155,126,0,Sold,41.4863579,-81.7997396
PAST SALE,November-5-2020,Single Family Residential,1815 W 50th St,Cleveland,OH,44102,245300,2,2,Benedict & Root,1202,3920,1910,89,204,0,Sold,41.4825973,-81.720941
PAST SALE,August-7-2020,Single Family Residential,402 Columbia Rd,Bay Village,OH,44140,290000,4,3,Frst Beach Park,1906,8276,1976,179,152,0,Sold,41.4837074,-81.9017443
PAST SALE,June-25-2019,Single Family Residential,1296 French Ave,Lakewood,OH,44107,206500,3,2,Lakewood,1185,5227,1950,588,174,0,Sold,41.4879829,-81.8040104
PAST SALE,October-29-2020,Single Family Residential,3610 Bradfords Gate,Rocky River,OH,44116,510000,4,2.5,Christensen Estates 02,2735,11325,1978,96,186,0,Sold,41.4542564,-81.8614716
PAST SALE,July-1-2020,Single Family Residential,3179 W 160th St,Cleveland,OH,44111,176000,2,2,Xanthia Estates Sub #2,1412,3920,1941,216,125,0,Sold,41.4664153,-81.8096902
PAST SALE,June-12-2019,Single Family Residential,15312 Edolyn Ave,Cleveland,OH,44111,165000,3,1.5,Smith,1309,7840,1940,601,126,0,Sold,41.4552578,-81.8035406
PAST SALE,April-26-2019,Single Family Residential,27665 Bryandale Dr,Westlake,OH,44145,295000,4,2.5,Woods Westlake Condo,2472,14810,1977,648,119,0,Sold,41.4730509,-81.9295893
PAST SALE,August-18-2020,Single Family Residential,4802 Autumn Ln,Brooklyn,OH,44144,177000,3,1.5,Southwood,1260,6969,1964,168,140,0,Sold,41.4265771,-81.7505431
PAST SALE,December-23-2019,Single Family Residential,4015 Woodbine Ave,Cleveland,OH,44113,330000,3,2.5,M W Seymours,2172,3484,1900,407,152,0,Sold,41.4839891,-81.714955
PAST SALE,July-9-2019,Single Family Residential,3174 W 165th St,Cleveland,OH,44111,230000,3,1,Pilgrimhts,1491,10018,1923,574,154,0,Sold,41.466398,-81.812167
PAST SALE,May-30-2019,Single Family Residential,19438 Laurel Ave,Rocky River,OH,44116,389900,4,3.5,Riverwood Park Sub,2134,6969,1930,614,183,0,Sold,41.4739676,-81.8377412
PAST SALE,June-11-2019,Single Family Residential,29786 Washington Way,Westlake,OH,44145,370000,4,2.5,Westpark Ridge,2794,16552,1992,602,132,0,Sold,41.4387757,-81.9526855
PAST SALE,October-18-2019,Single Family Residential,2289 Mckinley Ave,Lakewood,OH,44107,205000,4,2,Indian Heights Allotment,1608,4356,1928,473,127,0,Sold,41.4695068,-81.8160101
PAST SALE,October-14-2020,Single Family Residential,16708 Larchwood Ave,Cleveland,OH,44135,175000,3,1.5,Atzberger & Mcmahon,1637,6098,1920,111,107,0,Sold,41.4443928,-81.8140052
PAST SALE,November-16-2020,Single Family Residential,4675 W 150th St,Cleveland,OH,44135,101000,3,1,S H Kleinmans Realty Cos Gle,1044,4791,1944,78,97,0,Sold,41.4272333,-81.801149
PAST SALE,December-28-2020,Single Family Residential,24107 Beech Ln,North Olmsted,OH,44070,200500,3,1.5,Beech Lane Sub,1440,13939,1960,36,139,0,Sold,41.4433082,-81.8884363
PAST SALE,May-15-2020,Single Family Residential,1214 Cook Ave,Lakewood,OH,44107,265000,3,1.5,Lakewood Realty Cos Lakewood,1887,4791,1914,263,140,0,Sold,41.4902319,-81.8007219
PAST SALE,June-18-2019,Single Family Residential,5302 Franklin Blvd,Cleveland,OH,44102,220000,2,1,James M Hoyt & James Wade Jrs,1448,3049,1920,595,152,0,Sold,41.4838957,-81.7233352
PAST SALE,April-29-2020,Single Family Residential,16300 Ernadale Ave,Cleveland,OH,44111,185000,3,2,Rosewd Manor,1267,5662,1925,279,146,0,Sold,41.456742,-81.8112702
PAST SALE,October-13-2020,Single Family Residential,5900 Breakwater Ave,Cleveland,OH,44102,397400,2,2.5,Breakwater Bluffs Loff Twnhms,1873,1306,2017,112,212,155,Sold,41.488863,-81.727213
PAST SALE,November-18-2020,Single Family Residential,3469 Carrmunn Ave,Cleveland,OH,44111,152000,3,2,L Rh Carr,1086,3920,1960,76,140,0,Sold,41.4584879,-81.8079821
PAST SALE,January-12-2021,Single Family Residential,393 Pellett Dr,Bay Village,OH,44140,380275,4,2.5,Bradwell Estate,2528,17859,1966,21,150,0,Sold,41.4881689,-81.9613018
PAST SALE,October-29-2020,Single Family Residential,30018 Westlawn Dr,Bay Village,OH,44140,220000,3,2,Bay Village,1224,7405,1954,96,180,0,Sold,41.4866811,-81.9517128
PAST SALE,June-15-2020,Single Family Residential,24095 Elm Rd,North Olmsted,OH,44070,196750,3,2,Home Gardens,1426,13503,1916,232,138,0,Sold,41.4219991,-81.8890548
PAST SALE,August-26-2020,Single Family Residential,5137 Park Ln,North Olmsted,OH,44070,266500,3,2,Park Lane,1764,13503,1958,160,151,0,Sold,41.415148,-81.8869859
PAST SALE,December-9-2020,Single Family Residential,24340 Elm Rd,North Olmsted,OH,44070,175000,4,2.5,Home Gardens Allotment,2294,18295,1970,55,76,0,Sold,41.4225602,-81.892318
PAST SALE,December-21-2019,Single Family Residential,21221 Morewood Pkwy,Rocky River,OH,44116,365000,4,3.5,Beach Cliff,2616,6969,1939,409,140,0,Sold,41.4750305,-81.8532351
PAST SALE,October-7-2019,Single Family Residential,1510 Rockland Ave,Rocky River,OH,44116,220000,3,1.5,Library,1368,6098,1936,484,161,0,Sold,41.4793085,-81.838595
PAST SALE,September-25-2019,Single Family Residential,20590 Morewood Pkwy,Rocky River,OH,44116,350000,3,1.5,Rocky River,2087,7840,1928,496,168,0,Sold,41.4775815,-81.8481562
PAST SALE,December-5-2019,Single Family Residential,1517 Rockland Ave,Rocky River,OH,44116,305000,3,2.5,Rocky River,1793,6534,1928,425,170,0,Sold,41.4791526,-81.83804
PAST SALE,June-8-2020,Single Family Residential,21468 Avalon Dr,Rocky River,OH,44116,2270000,5,6,Beach Cliff,5304,40946,1944,239,428,0,Sold,41.4836209,-81.8574815
PAST SALE,September-3-2020,Single Family Residential,19328 Shoreland Ave,Rocky River,OH,44116,215000,3,2,Rocky River,1616,4791,1920,152,133,0,Sold,41.475608,-81.8367889
PAST SALE,July-18-2019,Single Family Residential,1300 Medfield Dr,Rocky River,OH,44116,193000,3,2,Rocky River,1549,10890,1971,565,125,0,Sold,41.4723407,-81.8634772
PAST SALE,October-16-2020,Single Family Residential,19680 Beach Cliff Blvd,Rocky River,OH,44116,858750,5,4,Rocky River,3200,14810,1926,109,268,13,Sold,41.4857693,-81.8399183
PAST SALE,November-5-2020,Single Family Residential,29500 Goulders Grn,Bay Village,OH,44140,485000,4,3.5,Colsher,2790,14374,1977,89,174,0,Sold,41.4899051,-81.945121
PAST SALE,January-14-2021,Single Family Residential,28720 Lincoln Rd,Bay Village,OH,44140,304450,4,2.5,Bay Village,2288,17859,1967,19,133,0,Sold,41.4805622,-81.9376999
PAST SALE,September-9-2020,Single Family Residential,4220 W 56th St,Cleveland,OH,44144,103000,3,1,Memphis Ridge,1190,4791,1938,146,87,0,Sold,41.4417177,-81.7247888
PAST SALE,October-14-2020,Single Family Residential,4189 Dawncliff,Brooklyn,OH,44144,177000,5,2.5,Brooklyn,1160,6098,1961,111,153,0,Sold,41.4430499,-81.7481283
PAST SALE,December-12-2019,Single Family Residential,6405 Orchard Grove Ave,Cleveland,OH,44144,100000,2,1,Cleveland,1134,5227,1940,418,88,0,Sold,41.4456979,-81.731572
PAST SALE,October-29-2020,Single Family Residential,5812 Bangor Ave,Cleveland,OH,44144,118000,3,1,Cleveland,885,6098,1954,96,133,0,Sold,41.4313583,-81.7276532
PAST SALE,December-22-2020,Single Family Residential,4620 Fulton Rd,Cleveland,OH,44144,117000,3,2,Northcliffe,1162,6534,1950,42,101,0,Sold,41.430538,-81.7240543
PAST SALE,November-16-2020,Single Family Residential,4355 W 57th St,Cleveland,OH,44144,100000,3,1,Memphis Heights,1092,5227,1951,78,92,0,Sold,41.4378889,-81.7255584
PAST SALE,November-7-2019,Single Family Residential,21975 Eaton Rd,Fairview Park,OH,44126,210000,4,2.5,Royal Spencer,1925,8712,1949,453,109,0,Sold,41.4357661,-81.8631358
PAST SALE,February-10-2020,Single Family Residential,4636 W 227th St,Fairview Park,OH,44126,212000,3,1.5,Frst View,1552,9583,1946,358,137,0,Sold,41.4339474,-81.8720112
PAST SALE,June-1-2020,Single Family Residential,4318 W 222nd St,Fairview Park,OH,44126,196000,3,1.5,C H Spencer,1568,6098,1942,246,125,0,Sold,41.4418896,-81.8662082
PAST SALE,August-28-2020,Single Family Residential,4256 W 224th St,Fairview Park,OH,44126,225000,4,2.5,Investment Securities Co,1950,9583,1930,158,115,0,Sold,41.4424031,-81.8690671
PAST SALE,November-25-2020,Single Family Residential,4299 W 226th St,Fairview Park,OH,44126,200200,2,2,Old Orchard Condo,1160,9583,1930,69,173,0,Sold,41.4412683,-81.8700484
PAST SALE,January-7-2021,Single Family Residential,4517 W 223rd St,Fairview Park,OH,44126,179500,3,1.5,Cambridge Court,1180,8712,1955,26,152,0,Sold,41.4396993,-81.8665495
PAST SALE,September-24-2020,Single Family Residential,526 Glen Park Dr,Bay Village,OH,44140,290000,3,2,Hb Pumphreys Re-Sub,1535,9147,1951,131,189,0,Sold,41.4805266,-81.9127898
PAST SALE,June-27-2019,Single Family Residential,27876 Lincoln Rd,Bay Village,OH,44140,115000,2,1,Cahoon Estates 01,864,14374,1950,586,133,0,Sold,41.4807774,-81.9273724
PAST SALE,August-6-2020,Single Family Residential,27016 Midland Rd,Bay Village,OH,44140,255000,4,1.5,Daniels Park,1700,7405,1948,180,150,0,Sold,41.4824513,-81.9190261
PAST SALE,May-28-2020,Single Family Residential,465 Kenilworth Rd,Bay Village,OH,44140,209500,3,1.5,Lake Erie Park,1453,6098,1949,250,144,0,Sold,41.4821283,-81.9085253
PAST SALE,September-6-2019,Single Family Residential,26825 Knickerbocker Rd,Bay Village,OH,44140,136000,2,1,Bay Village,808,10890,1949,515,168,0,Sold,41.4779475,-81.9172639
PAST SALE,December-29-2020,Single Family Residential,525 Oakmoor Rd,Bay Village,OH,44140,250000,3,1.5,Bay Village,1166,5662,1947,35,214,0,Sold,41.4803255,-81.9049856
PAST SALE,January-14-2021,Single Family Residential,596 Juneway Dr,Bay Village,OH,44140,248500,3,2,Hall Road Land Cos Forest Bch P,1284,5662,1941,19,194,0,Sold,41.4783531,-81.9028958
PAST SALE,September-18-2019,Single Family Residential,6300 Delora Ave,Brooklyn,OH,44144,114000,3,2,Sherman Farms Co,1131,4356,1949,503,101,0,Sold,41.4244158,-81.730972
PAST SALE,April-1-2019,Single Family Residential,4310 W 61st St,Cleveland,OH,44144,73000,2,1,Brookside Hlnds Realty Cos Br,1033,4791,1930,673,71,0,Sold,41.4391703,-81.7293205
PAST SALE,May-1-2020,Single Family Residential,5907 W Clinton Ave,Cleveland,OH,44102,167000,3,1,Rhodes & Coffinberry Allotment,1350,3484,1910,277,124,0,Sold,41.4835178,-81.7271772
PAST SALE,December-1-2020,Single Family Residential,1306 W 104th St,Cleveland,OH,44102,254900,4,2.5,Edgewater Land Companys,1748,5227,1900,63,146,0,Sold,41.4837013,-81.757274
PAST SALE,November-17-2020,Single Family Residential,3476 W 100th St,Cleveland,OH,44111,84400,2,2,Hillcrest,1070,4791,1918,77,79,0,Sold,41.4587947,-81.7536095
PAST SALE,January-8-2020,Single Family Residential,12221 Lena Ave,Cleveland,OH,44135,42500,3,1.5,Clark-Manchester Cos Homesite,1152,6098,1928,391,37,0,Sold,41.4324456,-81.7741303
PAST SALE,August-4-2020,Single Family Residential,13505 Harold Ave,Cleveland,OH,44135,57000,3,1,Liberty 05,1128,5227,1948,182,51,0,Sold,41.4381019,-81.7852596
PAST SALE,July-12-2019,Single Family Residential,14829 Sprengel Ave,Cleveland,OH,44135,139000,3,1.5,Zephyr Homes Inc Fred Rzepka S,1138,6098,1965,571,122,0,Sold,41.4362008,-81.7999531
PAST SALE,August-26-2020,Single Family Residential,15217 Aldene Ave,Cleveland,OH,44135,80000,3,1.5,Cleveland,1160,4356,1961,160,69,0,Sold,41.4358289,-81.803488
PAST SALE,October-22-2020,Single Family Residential,4489 W 157th St,Cleveland,OH,44135,106000,4,1.5,Brookline,1360,10018,1928,103,78,0,Sold,41.4325769,-81.8068717
PAST SALE,October-30-2020,Single Family Residential,4514 W 144th St,Cleveland,OH,44135,135000,3,1.5,Puritas-West 143rd Sub/J E Bac,1154,5662,1967,95,117,0,Sold,41.4315461,-81.7951695
PAST SALE,October-21-2020,Single Family Residential,17616 Sedalia Ave,Cleveland,OH,44135,125000,3,1,Grandcourt Allotment,1329,6098,1924,104,94,0,Sold,41.442718,-81.8204279
PAST SALE,November-5-2020,Single Family Residential,3932 W 158th St,Cleveland,OH,44111,220000,4,2,Riverside Manor Sub,1833,5227,1925,89,120,0,Sold,41.4477957,-81.8083664
PAST SALE,October-8-2020,Single Family Residential,4427 W 171st St,Cleveland,OH,44135,170000,3,2,Puritas Park,1264,4791,1953,117,134,0,Sold,41.434404,-81.8161382
PAST SALE,October-16-2020,Single Family Residential,16500 Pearldale Ave,Cleveland,OH,44135,145000,3,2,Riverside Manor 03/T M Cam,1028,4791,1930,109,141,0,Sold,41.4418648,-81.8128929
PAST SALE,October-26-2020,Single Family Residential,13721 Crossburn Ave,Cleveland,OH,44135,103650,3,1,Homesite Allotment,1153,5662,1944,99,90,0,Sold,41.4249475,-81.7882071
PAST SALE,November-11-2020,Single Family Residential,12916 Leeila Ave,Cleveland,OH,44135,67000,3,1,Domal Land Cos,1024,4356,1954,83,65,0,Sold,41.4413473,-81.7789242
PAST SALE,December-15-2020,Single Family Residential,3955 Victory Blvd,Cleveland,OH,44111,105575,3,1,Liberty,1092,6534,1941,49,97,0,Sold,41.446601,-81.7840635
PAST SALE,November-1-2019,Single Family Residential,8707 Detroit Ave #15,Cleveland,OH,44102,17000,3,1,Cleveland,1180,1306,1910,459,14,0,Sold,41.4796457,-81.7445203
PAST SALE,January-14-2021,Single Family Residential,1911 W 65th St,Cleveland,OH,44102,147000,3,2,James M Hoyts,1588,4356,1898,19,93,0,Sold,41.4794757,-81.7299516
PAST SALE,November-17-2020,Single Family Residential,1334 W 76th St,Cleveland,OH,44102,670098,4,3.5,Cleveland,3300,4791,1900,77,203,0,Sold,41.4839273,-81.7377708
PAST SALE,December-1-2020,Single Family Residential,1432 W 81st St,Cleveland,OH,44102,259900,4,3,Herman Judge,2000,4791,1900,63,130,0,Sold,41.4803363,-81.7409445
PAST SALE,April-9-2020,Single Family Residential,4723 Brookhigh Dr,Brooklyn,OH,44144,100000,3,1,Alex Fodors Estates Sub 2,930,5662,1958,299,108,0,Sold,41.4285598,-81.7481283
PAST SALE,September-21-2020,Single Family Residential,9013 Ansonia Ave,Cleveland,OH,44144,124000,2,1.5,Cleveland,1218,4791,1951,134,102,0,Sold,41.4349189,-81.7479574
PAST SALE,October-19-2020,Single Family Residential,4825 Roadoan Rd,Cleveland,OH,44144,177000,3,1.5,Brooklyn Airport Re-Sub 01,1462,7405,1968,106,121,0,Sold,41.424642,-81.7439801
PAST SALE,June-18-2020,Single Family Residential,4200 Story Rd,Fairview Park,OH,44126,175000,2,1,Fairview Park,1090,6098,1941,229,161,0,Sold,41.4558286,-81.8295021
PAST SALE,September-25-2020,Single Family Residential,5271 W 50th St,Parma,OH,44134,140000,3,1,Statebrook,1100,4791,1949,130,127,0,Sold,41.4167266,-81.7203424
PAST SALE,August-26-2020,Single Family Residential,4108 Muriel Ave,Cleveland,OH,44109,96000,3,1,Cleveland,1920,8712,1860,160,50,0,Sold,41.4416118,-81.7126994
PAST SALE,October-19-2020,Single Family Residential,2412 Portman Ave,Cleveland,OH,44109,134000,4,2,Cleveland,1247,435,1927,106,107,0,Sold,41.4276204,-81.7001162
PAST SALE,December-29-2020,Single Family Residential,4214 Oak Park Ave,Cleveland,OH,44109,102000,2,2,Cleveland,1224,6098,1928,35,83,0,Sold,41.4267248,-81.714057
PAST SALE,January-6-2021,Single Family Residential,1569 Clarence Ave,Lakewood,OH,44107,246500,3,1.5,Clarence Ave Allotment/E Ni,1865,7405,1916,27,132,0,Sold,41.4800306,-81.7813473
PAST SALE,September-16-2020,Single Family Residential,2101 Belle Ave,Lakewood,OH,44107,250000,3,2.5,Bayes,1536,5227,1922,139,163,0,Sold,41.4743193,-81.7969634
PAST SALE,October-28-2020,Single Family Residential,1675 Roosevelt Ave,Lakewood,OH,44107,139900,3,1,Lakewood Heights Allotment,1172,6098,1916,97,119,0,Sold,41.4778131,-81.793162
PAST SALE,October-30-2020,Single Family Residential,13604 Lakewood Heights Blvd,Lakewood,OH,44107,96400,3,1,Homesite Cos Elber Heights,1200,3920,1955,95,80,0,Sold,41.4707217,-81.7868402
PAST SALE,June-4-2020,Single Family Residential,1433 Elmwood Ave,Lakewood,OH,44107,365000,4,2.5,Lakewood,2635,5227,1900,243,139,0,Sold,41.4840058,-81.8021313
PAST SALE,December-10-2019,Single Family Residential,1596 Marlowe Ave,Lakewood,OH,44107,225000,4,1,Lakewood,1452,8276,1917,420,155,0,Sold,41.4798333,-81.7958956
PAST SALE,July-13-2020,Single Family Residential,1446 Grace Ave,Lakewood,OH,44107,356200,5,2,Grace,2785,7405,1907,204,128,0,Sold,41.4832822,-81.7806081
PAST SALE,December-1-2020,Single Family Residential,1575 Lakeland Ave,Lakewood,OH,44107,149900,3,1.5,Lakewood,1543,4791,1945,63,97,0,Sold,41.4802046,-81.8059749
PAST SALE,October-14-2020,Single Family Residential,1345 Beach Ave,Lakewood,OH,44107,192000,4,2,Henry Beach,1540,4791,1908,111,125,0,Sold,41.485659,-81.7737249
PAST SALE,December-1-2020,Single Family Residential,1259 Cook Ave,Lakewood,OH,44107,196000,4,2,Lakewood,1920,4791,1908,63,102,0,Sold,41.4890093,-81.800207
PAST SALE,December-18-2020,Single Family Residential,2139 Wyandotte Ave,Lakewood,OH,44107,194000,3,1.5,Homesite Cos Wyandotte Park Sub,1376,4356,1923,46,141,0,Sold,41.4731564,-81.7872246
PAST SALE,December-16-2020,Single Family Residential,1540 Hopkins Ave,Lakewood,OH,44107,145000,2,2,Henry Allotment,1040,3049,1915,48,139,0,Sold,41.4800385,-81.7733163
PAST SALE,December-30-2020,Single Family Residential,1356 Fry Ave,Lakewood,OH,44107,234000,4,1.5,Rockport Sec 21,1652,4356,1903,34,142,0,Sold,41.4852034,-81.7727849
PAST SALE,September-18-2020,Single Family Residential,3605 Memphis Ave,Cleveland,OH,44109,48200,3,1,Cleveland,1078,3049,1900,137,45,0,Sold,41.4399697,-81.7082522
PAST SALE,November-6-2020,Single Family Residential,4209 Muriel Ave,Cleveland,OH,44109,73500,3,1,Cleveland,1318,4356,1923,88,56,0,Sold,41.4413148,-81.713873
PAST SALE,December-21-2020,Single Family Residential,3403 Searsdale Ave,Old Brooklyn,OH,44109,40000,2,1,F W Sears Allotment,872,435,1924,43,46,0,Sold,41.4368455,-81.7062745
PAST SALE,January-14-2021,Single Family Residential,3706 Leopold Ave,Cleveland,OH,44109,105000,3,1,Pearl St Realty Co,1349,3484,1914,19,78,0,Sold,41.4345043,-81.7093534
PAST SALE,February-13-2019,Single Family Residential,1242 Ethel Ave,Lakewood,OH,44107,324900,5,1.5,Richmond Park,2400,8276,1905,720,135,0,Sold,41.489721,-81.8131125
PAST SALE,February-5-2020,Single Family Residential,1589 Winton Ave,Lakewood,OH,44107,194900,3,1,Mathews & Gilbert 03,1358,4356,1919,363,144,0,Sold,41.480083,-81.814601
PAST SALE,June-23-2020,Single Family Residential,1454 Maile Ave,Lakewood,OH,44107,220000,3,2,Mcarthur,1188,4791,1923,224,185,0,Sold,41.4817266,-81.8245692
PAST SALE,September-4-2020,Single Family Residential,1255 Overlook Rd,Lakewood,OH,44107,293500,3,1.5,West Haven,1834,6969,1920,151,160,0,Sold,41.4882562,-81.8247343
PAST SALE,August-13-2020,Single Family Residential,1518 Wagar Ave,Lakewood,OH,44107,285156,5,1.5,Forest Sub/C C Southerns,1996,6969,1907,173,143,0,Sold,41.4820277,-81.813021
PAST SALE,August-28-2020,Single Family Residential,1502 Larchmont Ave,Lakewood,OH,44107,231000,3,2,Mathew & Gilbert,1396,4356,1908,158,165,0,Sold,41.482541,-81.8169495
PAST SALE,December-1-2020,Single Family Residential,2131 Glenbury Ave,Lakewood,OH,44107,220000,3,1.5,S H Kleinman Realty Cos Traym,1243,4356,1924,63,177,0,Sold,41.4737671,-81.8147718
PAST SALE,August-11-2020,Single Family Residential,1282 Ethel Ave,Lakewood,OH,44107,285000,4,2,Richmond Park,1740,5662,1910,175,164,0,Sold,41.4885939,-81.8131064
PAST SALE,December-11-2020,Single Family Residential,17403 Fernshaw Ave,Cleveland,OH,44111,213500,3,2,West Park,1920,8712,1935,53,111,0,Sold,41.4485081,-81.8199811
PAST SALE,January-5-2021,Single Family Residential,17401 Edgewater Dr,Lakewood,OH,44107,555000,4,2.5,Mathews & Gilber 05,2550,10454,1936,28,218,0,Sold,41.4934687,-81.8166933
PAST SALE,November-30-2020,Single Family Residential,1623 Woodward Ave,Lakewood,OH,44107,206000,3,1,W A Kurz Cos Sub,1821,5227,1919,64,113,0,Sold,41.4790391,-81.8113984
PAST SALE,October-22-2020,Single Family Residential,14408 Rainbow Ave,Cleveland,OH,44111,139000,3,2,Vineyard Villas,1133,4791,1930,103,123,0,Sold,41.4593516,-81.7965683
PAST SALE,September-18-2019,Single Family Residential,13710 Emery Ave,Cleveland,OH,44135,74250,2,1,Cleveland,736,4791,1949,503,101,0,Sold,41.4443118,-81.7873528
PAST SALE,August-21-2020,Single Family Residential,13017 Liberty Ave,Cleveland,OH,44135,42000,2,1,Liberty,754,4791,1949,165,56,0,Sold,41.4413422,-81.7806032
PAST SALE,August-3-2020,Single Family Residential,3827 W 135th St,Cleveland,OH,44111,128000,3,2,Fairwood Heights,1504,4791,1928,183,85,0,Sold,41.4500435,-81.7844052
PAST SALE,February-14-2020,Single Family Residential,13917 Leroy Ave,Cleveland,OH,44135,89900,4,1.5,Cleveland,1186,5662,1954,354,76,0,Sold,41.4431562,-81.7896594
PAST SALE,October-24-2019,Single Family Residential,3854 W 133rd St,Cleveland,OH,44111,70000,2,1.5,Jefferson Park,1035,6098,1927,467,68,0,Sold,41.4493626,-81.7824705
PAST SALE,December-1-2020,Single Family Residential,13106 Tyler Ave,Cleveland,OH,44111,99000,3,2,Ford Realty Cos Liberty 02,1200,4791,1956,63,83,0,Sold,41.4466106,-81.780945
PAST SALE,November-19-2020,Single Family Residential,13922 Tyler Ave,Cleveland,OH,44111,90000,2,1,Ford Realty Cos Liberty 02,1372,4791,1930,75,66,0,Sold,41.4467958,-81.7897662
PAST SALE,November-22-2019,Single Family Residential,5252 W 46th St,Parma,OH,44134,75000,3,1,State-Brook,1174,4791,1948,438,64,0,Sold,41.4173389,-81.7175205
PAST SALE,October-19-2020,Single Family Residential,4608 Ardmore Ave,Cleveland,OH,44144,112000,3,2.5,Glenbrook,1305,3920,1925,106,86,0,Sold,41.434973,-81.717484
PAST SALE,December-28-2020,Single Family Residential,4052 W 49th St,Cleveland,OH,44144,125000,2,1,Parkview,1208,4791,1939,36,103,0,Sold,41.4462611,-81.7204707
PAST SALE,December-9-2020,Single Family Residential,4111 W 48th St,Cleveland,OH,44144,118000,3,2,Cleveland,1559,4791,1927,55,76,0,Sold,41.4446321,-81.7188887
PAST SALE,December-17-2019,Single Family Residential,3264 W 52nd St,Cleveland,OH,44102,35500,4,1,James M Hoyts Allotment,1370,5227,1926,413,26,0,Sold,41.4651159,-81.7225122
PAST SALE,December-4-2020,Single Family Residential,3217 W 52nd St,Cleveland,OH,44102,31000,3,1,James M Hoyts,1627,4791,1926,60,19,0,Sold,41.4663736,-81.7220526
PAST SALE,July-15-2020,Single Family Residential,13 Nantucket Row,Rocky River,OH,44116,229900,2,2,Nantucket Row,1526,2178,1993,202,151,395,Sold,41.457715,-81.86601
PAST SALE,June-25-2019,Single Family Residential,21351 Hilliard Blvd,Rocky River,OH,44116,370000,5,3.5,Rocky River,4170,33976,1952,588,89,0,Sold,41.4654139,-81.8560198
PAST SALE,December-29-2020,Single Family Residential,21480 Hilliard Blvd,Rocky River,OH,44116,311500,3,3,Rockport Sec 16,1344,21344,1955,35,232,0,Sold,41.4657965,-81.8577162
PAST SALE,January-6-2021,Single Family Residential,13509 Saint James Ave,Cleveland,OH,44135,110000,3,2,Liberty,1220,4791,1951,27,90,0,Sold,41.4397509,-81.7849606
